Key,Source,Context,Changes,English,French,German,Klingon,Spanish,Polish
HDHQPumpShotgunArmorJungle,items,Gun,KgNone,JACOBS Shotgun,,,,,
HDHQPumpShotgunArmorJungleDesc,items,Gun,EnChanged,"A long-barreled shotgun uses shells for ammo.\nRepair with Repair Kits.\n\nJACOBS Variants are more powerful, but have a higher Recoil.\nBonus: Headshot-Perk +2",,,,,
HDHQSMG5ArmorJungle,items,Gun,KgNone,JACOBS SMG-5,,,,,
HDHQSMG5ArmorJungleDesc,items,Gun,EnChanged,"This submachine gun uses 9mm ammo.\nRepair with Repair Kits.\n\nJACOBS Variants are more powerful, but have a higher Recoil.\nBonus: Headshot-Perk +2",,,,,
HDHQ44MagnumCamoDigital,items,Gun,KgNone,DAHL .44 Magnum,,,,,
HDHQ44MagnumCamoDigitalDesc,items,Gun,KgNone,"The .44 Magnum is the king of handguns. It's the most powerful but makes the most noise. Wield this bad boy and make Clint proud.\nRepair with Repair Kits.\n\nDAHL Variants are very accurate, but mediocre stats elsewhere.\nBonus: RunAndGun-Perk +2",,,,,
HDHQAK47CamoDigital,items,Gun,KgNone,DAHL AK-47 Assault Rifle,,,,,
HDHQAK47CamoDigitalDesc,items,Gun,KgNone,"This badass AK-47 Assault Rifle uses 7.62mm ammo.\nRepair with Repair Kits.\n\nDAHL Variants are very accurate, but mediocre stats elsewhere.\nBonus: RunAndGun-Perk +2",,,,,
HDHQHuntingRifleCamoDigital,items,Gun,KgNone,DAHL Hunting Rifle,,,,,
HDHQHuntingRifleCamoDigitalDesc,items,Gun,EnChanged,"This common farmer's hunting rifle uses 7.62mm ammo.\nRepair with Repair Kits.\n\nDAHL Variants are very accurate, but mediocre stats elsewhere.\nBonus: RunAndGun-Perk +2",,,,,
HDHQMR10CamoDigital,items,Gun,KgNone,DAHL Marksman Rifle,,,,,
HDHQMR10CamoDigitalDesc,items,Gun,New,"This marksman's rifle uses 7.62mm ammo and is your first choice if you want to make that shot count.\nRepair with Repair Kits.\n\nDAHL Variants are very accurate, but mediocre stats elsewhere.\nBonus: RunAndGun-Perk +2",,,,,
HDHQPistolCamoDigital,items,Gun,KgNone,DAHL Pistol,,,,,
HDHQPistolCamoDigitalDesc,items,Gun,EnChanged,"A basic Pistol that uses 9mm ammo.\nRepair with Repair Kits.\n\nDAHL Variants are very accurate, but mediocre stats elsewhere.\nBonus: RunAndGun-Perk +2",,,,,
HDHQPumpShotgunCamoDigital,items,Gun,KgNone,DAHL Shotgun,,,,,
HDHQPumpShotgunCamoDigitalDesc,items,Gun,EnChanged,"A long-barreled shotgun uses shells for ammo.\nRepair with Repair Kits.\n\nDAHL Variants are very accurate, but mediocre stats elsewhere.\nBonus: RunAndGun-Perk +2",,,,,
HDHQSMG5CamoDigital,items,Gun,KgNone,DAHL SMG-5,,,,,
HDHQSMG5CamoDigitalDesc,items,Gun,EnChanged,"This submachine gun uses 9mm ammo.\nRepair with Repair Kits.\n\nDAHL Variants are very accurate, but mediocre stats elsewhere.\nBonus: RunAndGun-Perk +2",,,,,
HDHQ44MagnumArmorWinter,items,Gun,KgNone,BANDIT .44 Magnum,,,,,
HDHQ44MagnumArmorWinterDesc,items,Gun,KgNone,"The .44 Magnum is the king of handguns. It's the most powerful but makes the most noise. Wield this bad boy and make Clint proud.\nRepair with Repair Kits.\n\nBANDIT Variants have higher Mags and Firerate, but are not so accurate.\nBonus: AutomaticWeapons-Perk +2",,,,,
HDHQAK47ArmorWinter,items,Gun,KgNone,BANDIT AK-47 Assault Rifle,,,,,
HDHQAK47ArmorWinterDesc,items,Gun,KgNone,"This badass AK-47 Assault Rifle uses 7.62mm ammo.\nRepair with Repair Kits.\n\nBANDIT Variants have higher Mags and Firerate, but are not so accurate.\nBonus: AutomaticWeapons-Perk +2",,,,,
HDHQHuntingRifleArmorWinter,items,Gun,KgNone,BANDIT Hunting Rifle,,,,,
HDHQHuntingRifleArmorWinterDesc,items,Gun,EnChanged,"This common farmer's hunting rifle uses 7.62mm ammo.\nRepair with Repair Kits.\n\nBANDIT Variants have higher Mags and Firerate, but are not so accurate.\nBonus: AutomaticWeapons-Perk +2",,,,,
HDHQMR10ArmorWinter,items,Gun,KgNone,BANDIT Marksman Rifle,,,,,
HDHQMR10ArmorWinterDesc,items,Gun,New,"This marksman's rifle uses 7.62mm ammo and is your first choice if you want to make that shot count.\nRepair with Repair Kits.\n\nBANDIT Variants have higher Mags and Firerate, but are not so accurate.\nBonus: AutomaticWeapons-Perk +2",,,,,
HDHQPistolArmorWinter,items,Gun,KgNone,BANDIT Pistol,,,,,
HDHQPistolArmorWinterDesc,items,Gun,EnChanged,"A basic Pistol that uses 9mm ammo.\nRepair with Repair Kits.\n\nBANDIT Variants have higher Mags and Firerate, but are not so accurate.\nBonus: AutomaticWeapons-Perk +2",,,,,
HDHQPumpShotgunArmorWinter,items,Gun,KgNone,BANDIT Shotgun,,,,,
HDHQPumpShotgunArmorWinterDesc,items,Gun,EnChanged,"A long-barreled shotgun uses shells for ammo.\nRepair with Repair Kits.\n\nBANDIT Variants have higher Mags and Firerate, but are not so accurate.\nBonus: AutomaticWeapons-Perk +2",,,,,
HDHQSMG5ArmorWinter,items,Gun,KgNone,BANDIT SMG-5,,,,,
HDHQSMG5ArmorWinterDesc,items,Gun,EnChanged,"This submachine gun uses 9mm ammo.\nRepair with Repair Kits.\n\nBANDIT Variants have higher Mags and Firerate, but are not so accurate.\nBonus: AutomaticWeapons-Perk +2",,,,,
HDHQ44MagnumCamoDesert,items,Gun,KgNone,TORGUE .44 Magnum,,,,,
HDHQ44MagnumCamoDesertDesc,items,Gun,KgNone,"The .44 Magnum is the king of handguns. It's the most powerful but makes the most noise. Wield this bad boy and make Clint proud.\nRepair with Repair Kits.\n\nTORGUE Variants shoot Explosive Bullets or Shells, but only have a 1-Shot-Magazine and are not so accurate.\nBonus: ExplosiveWeapons-Perk +2",,,,,
HDHQAK47CamoDesert,items,Gun,KgNone,TORGUE AK-47 Assault Rifle,,,,,
HDHQAK47CamoDesertDesc,items,Gun,KgNone,"This badass AK-47 Assault Rifle uses 7.62mm ammo.\nRepair with Repair Kits.\n\nTORGUE Variants shoot Explosive Bullets or Shells, but only have a 1-Shot-Magazine and are not so accurate.\nBonus: ExplosiveWeapons-Perk +2",,,,,
HDHQHuntingRifleCamoDesert,items,Gun,KgNone,TORGUE Hunting Rifle,,,,,
HDHQHuntingRifleCamoDesertDesc,items,Gun,EnChanged,"This common farmer's hunting rifle uses 7.62mm ammo.\nRepair with Repair Kits.\n\nTORGUE Variants shoot Explosive Bullets or Shells, but only have a 1-Shot-Magazine and are not so accurate.\nBonus: ExplosiveWeapons-Perk +2",,,,,
HDHQMR10CamoDesert,items,Gun,KgNone,TORGUE Marksman Rifle,,,,,
HDHQMR10CamoDesertDesc,items,Gun,New,"This marksman's rifle uses 7.62mm ammo and is your first choice if you want to make that shot count.\nRepair with Repair Kits.\n\nTORGUE Variants shoot Explosive Bullets or Shells, but only have a 1-Shot-Magazine and are not so accurate.\nBonus: ExplosiveWeapons-Perk +2",,,,,
HDHQPistolCamoDesert,items,Gun,KgNone,TORGUE Pistol,,,,,
HDHQPistolCamoDesertDesc,items,Gun,EnChanged,"A basic Pistol that uses 9mm ammo.\nRepair with Repair Kits.\n\nTORGUE Variants shoot Explosive Bullets or Shells, but only have a 1-Shot-Magazine and are not so accurate.\nBonus: ExplosiveWeapons-Perk +2",,,,,
HDHQPumpShotgunCamoDesert,items,Gun,KgNone,TORGUE Shotgun,,,,,
HDHQPumpShotgunCamoDesertDesc,items,Gun,EnChanged,"A long-barreled shotgun uses shells for ammo.\nRepair with Repair Kits.\n\nTORGUE Variants shoot Explosive Bullets or Shells, but only have a 1-Shot-Magazine and are not so accurate.\nBonus: ExplosiveWeapons-Perk +2",,,,,
HDHQSMG5CamoDesert,items,Gun,KgNone,TORGUE SMG-5,,,,,
HDHQSMG5CamoDesertDesc,items,Gun,EnChanged,"This submachine gun uses 9mm ammo.\nRepair with Repair Kits.\n\nTORGUE Variants shoot Explosive Bullets or Shells, but only have a 1-Shot-Magazine and are not so accurate.\nBonus: ExplosiveWeapons-Perk +2",,,,,
HDHQ44MagnumAnoBlue,items,Gun,KgNone,MALIWAN ICE-.44 Magnum,,,,,
HDHQ44MagnumAnoBlueDesc,items,Gun,KgNone,"The .44 Magnum is the king of handguns. It's the most powerful but makes the most noise. Wield this bad boy and make Clint proud.\nRepair with Repair Kits.\n\nMALIWAN ICE-Variants are ICE-Elemental Weapons, which will stun Targets and do Cold Damage.",,,,,
HDHQAK47AnoBlue,items,Gun,KgNone,MALIWAN ICE-AK-47 Assault Rifle,,,,,
HDHQAK47AnoBlueDesc,items,Gun,KgNone,"This badass AK-47 Assault Rifle uses 7.62mm ammo.\nRepair with Repair Kits.\n\nMALIWAN ICE-Variants are ICE-Elemental Weapons, which will stun Targets and do Cold Damage.",,,,,
HDHQHuntingRifleAnoBlue,items,Gun,KgNone,MALIWAN ICE-Hunting Rifle,,,,,
HDHQHuntingRifleAnoBlueDesc,items,Gun,EnChanged,"This common farmer's hunting rifle uses 7.62mm ammo.\nRepair with Repair Kits.\n\nMALIWAN ICE-Variants are ICE-Elemental Weapons, which will stun Targets and do Cold Damage.",,,,,
HDHQMR10AnoBlue,items,Gun,KgNone,MALIWAN ICE-Marksman Rifle,,,,,
HDHQMR10AnoBlueDesc,items,Gun,New,"This marksman's rifle uses 7.62mm ammo and is your first choice if you want to make that shot count.\nRepair with Repair Kits.\n\nMALIWAN ICE-Variants are ICE-Elemental Weapons, which will stun Targets and do Cold Damage.",,,,,
HDHQPistolAnoBlue,items,Gun,KgNone,MALIWAN ICE-Pistol,,,,,
HDHQPistolAnoBlueDesc,items,Gun,EnChanged,"A basic Pistol that uses 9mm ammo.\nRepair with Repair Kits.\n\nMALIWAN ICE-Variants are ICE-Elemental Weapons, which will stun Targets and do Cold Damage.",,,,,
HDHQPumpShotgunAnoBlue,items,Gun,KgNone,MALIWAN ICE-Shotgun,,,,,
HDHQPumpShotgunAnoBlueDesc,items,Gun,EnChanged,"A long-barreled shotgun uses shells for ammo.\nRepair with Repair Kits.\n\nMALIWAN ICE-Variants are ICE-Elemental Weapons, which will stun Targets and do Cold Damage.",,,,,
HDHQSMG5AnoBlue,items,Gun,KgNone,MALIWAN ICE-SMG-5,,,,,
HDHQSMG5AnoBlueDesc,items,Gun,EnChanged,"This submachine gun uses 9mm ammo.\nRepair with Repair Kits.\n\nMALIWAN ICE-Variants are ICE-Elemental Weapons, which will stun Targets and do Cold Damage.",,,,,
HDHQ44MagnumAnoCyan,items,Gun,KgNone,MALIWAN Electro-.44 Magnum,,,,,
HDHQ44MagnumAnoCyanDesc,items,Gun,KgNone,"The .44 Magnum is the king of handguns. It's the most powerful but makes the most noise. Wield this bad boy and make Clint proud.\nRepair with Repair Kits.\n\nMALIWAN Electro-Variants are Electricity-Elemental Weapons, which will shock Targets and do Electricity Damage.",,,,,
HDHQAK47AnoCyan,items,Gun,KgNone,MALIWAN Electro-AK-47 Assault Rifle,,,,,
HDHQAK47AnoCyanDesc,items,Gun,KgNone,"This badass AK-47 Assault Rifle uses 7.62mm ammo.\nRepair with Repair Kits.\n\nMALIWAN Electro-Variants are Electricity-Elemental Weapons, which will shock Targets and do Electricity Damage.",,,,,
HDHQHuntingRifleAnoCyan,items,Gun,KgNone,MALIWAN Electro-Hunting Rifle,,,,,
HDHQHuntingRifleAnoCyanDesc,items,Gun,EnChanged,"This common farmer's hunting rifle uses 7.62mm ammo.\nRepair with Repair Kits.\n\nMALIWAN Electro-Variants are Electricity-Elemental Weapons, which will shock Targets and do Electricity Damage.",,,,,
HDHQMR10AnoCyan,items,Gun,KgNone,MALIWAN Electro-Marksman Rifle,,,,,
HDHQMR10AnoCyanDesc,items,Gun,New,"This marksman's rifle uses 7.62mm ammo and is your first choice if you want to make that shot count.\nRepair with Repair Kits.\n\nMALIWAN Electro-Variants are Electricity-Elemental Weapons, which will shock Targets and do Electricity Damage.",,,,,
HDHQPistolAnoCyan,items,Gun,KgNone,MALIWAN Electro-Pistol,,,,,
HDHQPistolAnoCyanDesc,items,Gun,EnChanged,"A basic Pistol that uses 9mm ammo.\nRepair with Repair Kits.\n\nMALIWAN Electro-Variants are Electricity-Elemental Weapons, which will shock Targets and do Electricity Damage.",,,,,
HDHQPumpShotgunAnoCyan,items,Gun,KgNone,MALIWAN Electro-Shotgun,,,,,
HDHQPumpShotgunAnoCyanDesc,items,Gun,EnChanged,"A long-barreled shotgun uses shells for ammo.\nRepair with Repair Kits.\n\nMALIWAN Electro-Variants are Electricity-Elemental Weapons, which will shock Targets and do Electricity Damage.",,,,,
HDHQSMG5AnoCyan,items,Gun,KgNone,MALIWAN Electro-SMG-5,,,,,
HDHQSMG5AnoCyanDesc,items,Gun,EnChanged,"This submachine gun uses 9mm ammo.\nRepair with Repair Kits.\n\nMALIWAN Electro-Variants are Electricity-Elemental Weapons, which will shock Targets and do Electricity Damage.",,,,,
HDHQ44MagnumAnoRed,items,Gun,KgNone,MALIWAN FIRE-.44 Magnum,,,,,
HDHQ44MagnumAnoRedDesc,items,Gun,KgNone,"The .44 Magnum is the king of handguns. It's the most powerful but makes the most noise. Wield this bad boy and make Clint proud.\nRepair with Repair Kits.\n\nMALIWAN FIRE-Variants are FIRE-Elemental Weapons, which will burn Targets and do Fire Damage.",,,,,
HDHQAK47AnoRed,items,Gun,KgNone,MALIWAN FIRE-AK-47 Assault Rifle,,,,,
HDHQAK47AnoRedDesc,items,Gun,KgNone,"This badass AK-47 Assault Rifle uses 7.62mm ammo.\nRepair with Repair Kits.\n\nMALIWAN FIRE-Variants are FIRE-Elemental Weapons, which will burn Targets and do Fire Damage.",,,,,
HDHQHuntingRifleAnoRed,items,Gun,KgNone,MALIWAN FIRE-Hunting Rifle,,,,,
HDHQHuntingRifleAnoRedDesc,items,Gun,EnChanged,"This common farmer's hunting rifle uses 7.62mm ammo.\nRepair with Repair Kits.\n\nMALIWAN FIRE-Variants are FIRE-Elemental Weapons, which will burn Targets and do Fire Damage.",,,,,
HDHQMR10AnoRed,items,Gun,KgNone,MALIWAN FIRE-Marksman Rifle,,,,,
HDHQMR10AnoRedDesc,items,Gun,New,"This marksman's rifle uses 7.62mm ammo and is your first choice if you want to make that shot count.\nRepair with Repair Kits.\n\nMALIWAN FIRE-Variants are FIRE-Elemental Weapons, which will burn Targets and do Fire Damage.",,,,,
HDHQPistolAnoRed,items,Gun,KgNone,MALIWAN FIRE-Pistol,,,,,
HDHQPistolAnoRedDesc,items,Gun,EnChanged,"A basic Pistol that uses 9mm ammo.\nRepair with Repair Kits.\n\nMALIWAN FIRE-Variants are FIRE-Elemental Weapons, which will burn Targets and do Fire Damage.",,,,,
HDHQPumpShotgunAnoRed,items,Gun,KgNone,MALIWAN FIRE-Shotgun,,,,,
HDHQPumpShotgunAnoRedDesc,items,Gun,EnChanged,"A long-barreled shotgun uses shells for ammo.\nRepair with Repair Kits.\n\nMALIWAN FIRE-Variants are FIRE-Elemental Weapons, which will burn Targets and do Fire Damage.",,,,,
HDHQSMG5AnoRed,items,Gun,KgNone,MALIWAN FIRE-SMG-5,,,,,
HDHQSMG5AnoRedDesc,items,Gun,EnChanged,"This submachine gun uses 9mm ammo.\nRepair with Repair Kits.\n\nMALIWAN FIRE-Variants are FIRE-Elemental Weapons, which will burn Targets and do Fire Damage.",,,,,
HDHQ44MagnumJade,items,Gun,KgNone,MALIWAN TOXIC-.44 Magnum,,,,,
HDHQ44MagnumJadeDesc,items,Gun,KgNone,"The .44 Magnum is the king of handguns. It's the most powerful but makes the most noise. Wield this bad boy and make Clint proud.\nRepair with Repair Kits.\n\nMALIWAN TOXIC-Variants are Toxic-Elemental Weapons, which will burn Targets and do Toxic Damage.",,,,,
HDHQAK47Jade,items,Gun,KgNone,MALIWAN TOXIC-AK-47 Assault Rifle,,,,,
HDHQAK47JadeDesc,items,Gun,KgNone,"This badass AK-47 Assault Rifle uses 7.62mm ammo.\nRepair with Repair Kits.\n\nMALIWAN TOXIC-Variants are Toxic-Elemental Weapons, which will burn Targets and do Toxic Damage.",,,,,
HDHQHuntingRifleJade,items,Gun,KgNone,MALIWAN TOXIC-Hunting Rifle,,,,,
HDHQHuntingRifleJadeDesc,items,Gun,EnChanged,"This common farmer's hunting rifle uses 7.62mm ammo.\nRepair with Repair Kits.\n\nMALIWAN TOXIC-Variants are Toxic-Elemental Weapons, which will burn Targets and do Toxic Damage.",,,,,
HDHQMR10Jade,items,Gun,KgNone,MALIWAN TOXIC-Marksman Rifle,,,,,
HDHQMR10JadeDesc,items,Gun,New,"This marksman's rifle uses 7.62mm ammo and is your first choice if you want to make that shot count.\nRepair with Repair Kits.\n\nMALIWAN TOXIC-Variants are Toxic-Elemental Weapons, which will burn Targets and do Toxic Damage.",,,,,
HDHQPistolJade,items,Gun,KgNone,MALIWAN TOXIC-Pistol,,,,,
HDHQPistolJadeDesc,items,Gun,EnChanged,"A basic Pistol that uses 9mm ammo.\nRepair with Repair Kits.\n\nMALIWAN TOXIC-Variants are Toxic-Elemental Weapons, which will burn Targets and do Toxic Damage.",,,,,
HDHQPumpShotgunJade,items,Gun,KgNone,MALIWAN TOXIC-Shotgun,,,,,
HDHQPumpShotgunJadeDesc,items,Gun,EnChanged,"A long-barreled shotgun uses shells for ammo.\nRepair with Repair Kits.\n\nMALIWAN TOXIC-Variants are Toxic-Elemental Weapons, which will burn Targets and do Toxic Damage.",,,,,
HDHQSMG5Jade,items,Gun,KgNone,MALIWAN TOXIC-SMG-5,,,,,
HDHQSMG5JadeDesc,items,Gun,EnChanged,"This submachine gun uses 9mm ammo.\nRepair with Repair Kits.\n\nMALIWAN TOXIC-Variants are Toxic-Elemental Weapons, which will burn Targets and do Toxic Damage.",,,,,
gun44MagnumEpic,items,Gun,KgNone,Epic Funpimps .44 Magnum,,,,,
gun44MagnumEpicDesc,items,Gun,KgNone,"The .44 Magnum is the king of handguns. It's the most powerful but makes the most noise. Wield this bad boy and make Clint proud.\nRepair with Repair Kits.\n\nFunpimps Variants are the most common Variant in the Wildlands.",,,,,
gunAK47Epic,items,Gun,KgNone,Epic Funpimps AK-47 Assault Rifle,,,,,
gunAK47EpicDesc,items,Gun,KgNone,"This badass AK-47 Assault Rifle uses 7.62mm ammo.\nRepair with Repair Kits.\n\nFunpimps Variants are the most common Variant in the Wildlands.",,,,,
gunHuntingRifleEpic,items,Gun,KgNone,Epic Funpimps Hunting Rifle,,,,,
gunHuntingRifleEpicDesc,items,Gun,EnChanged,"This common farmer's hunting rifle uses 7.62mm ammo.\nRepair with Repair Kits.\n\nFunpimps Variants are the most common Variant in the Wildlands.",,,,,
gunMR10Epic,items,Gun,KgNone,Epic Funpimps Marksman Rifle,,,,,
gunMR10EpicDesc,items,Gun,New,"This marksman's rifle uses 7.62mm ammo and is your first choice if you want to make that shot count.\nRepair with Repair Kits.\n\nFunpimps Variants are the most common Variant in the Wildlands.",,,,,
gunPistolEpic,items,Gun,KgNone,Epic Funpimps Pistol,,,,,
gunPistolEpicDesc,items,Gun,EnChanged,"A basic Pistol that uses 9mm ammo.\nRepair with Repair Kits.\n\nFunpimps Variants are the most common Variant in the Wildlands.",,,,,
gunPumpShotgunEpic,items,Gun,KgNone,Epic Funpimps Shotgun,,,,,
gunPumpShotgunEpicDesc,items,Gun,EnChanged,"A long-barreled shotgun uses shells for ammo.\nRepair with Repair Kits.\n\nFunpimps Variants are the most common Variant in the Wildlands.",,,,,
gunRocketLauncherEpic,items,Gun,KgNone,Epic Funpimps Rocket Launcher,,,,,
gunRocketLauncherEpicDesc,items,Gun,EnChanged,"A Rocket Launcher shoots rocket propelled grenades.\nRepair with Repair Kits.\n\nFunpimps Variants are the most common Variant in the Wildlands.",,,,,
gunSMG5Epic,items,Gun,KgNone,Epic Funpimps SMG-5,,,,,
gunSMG5EpicDesc,items,Gun,EnChanged,"This submachine gun uses 9mm ammo.\nRepair with Repair Kits.\n\nFunpimps Variants are the most common Variant in the Wildlands.",,,,,
HDHQ44MagnumEpicArmorJungle,items,Gun,KgNone,Epic JACOBS .44 Magnum,,,,,
HDHQ44MagnumEpicArmorJungleDesc,items,Gun,KgNone,"The .44 Magnum is the king of handguns. It's the most powerful but makes the most noise. Wield this bad boy and make Clint proud.\nRepair with Repair Kits.\n\nJACOBS Variants are more powerful, but have a higher Recoil.\nBonus: Headshot-Perk +2",,,,,
HDHQAK47EpicArmorJungle,items,Gun,KgNone,Epic JACOBS AK-47 Assault Rifle,,,,,
HDHQAK47EpicArmorJungleDesc,items,Gun,KgNone,"This badass AK-47 Assault Rifle uses 7.62mm ammo.\nRepair with Repair Kits.\n\nJACOBS Variants are more powerful, but have a higher Recoil.\nBonus: Headshot-Perk +2",,,,,
HDHQHuntingRifleEpicArmorJungle,items,Gun,KgNone,Epic JACOBS Hunting Rifle,,,,,
HDHQHuntingRifleEpicArmorJungleDesc,items,Gun,EnChanged,"This common farmer's hunting rifle uses 7.62mm ammo.\nRepair with Repair Kits.\n\nJACOBS Variants are more powerful, but have a higher Recoil.\nBonus: Headshot-Perk +2",,,,,
HDHQMR10EpicArmorJungle,items,Gun,KgNone,Epic JACOBS Marksman Rifle,,,,,
HDHQMR10EpicArmorJungleDesc,items,Gun,New,"This marksman's rifle uses 7.62mm ammo and is your first choice if you want to make that shot count.\nRepair with Repair Kits.\n\nJACOBS Variants are more powerful, but have a higher Recoil.\nBonus: Headshot-Perk +2",,,,,
HDHQPistolEpicArmorJungle,items,Gun,KgNone,Epic JACOBS Pistol,,,,,
